<<<<<<< HEAD
Course_Learning_Material,Source,Course_Level,Type,Module,Difficulty_Level,Keywords,Links,Duration_in_minutes
Machine Learning Advance Courses,Google Developers,Advanced,Free,Collaborative Filtering and Matrix Factorization : Matrix Factorization,Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, Embedding, Matrix Factorization, SVD, Single Value Decomposition,Stochastic gradient Descent, SGD, Weighted Alternating Least Sqaures, WALS",https://developers.google.com/machine-learning/recommendation/collaborative/matrix,20
Machine Learning Advance Courses,Google Developers,Advanced,Free,Collaborative Filtering and Matrix Factorization : Advantages & Disadvantages,Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, collaborative-filtering, Embedding, Matrix Factorization",https://developers.google.com/machine-learning/recommendation/collaborative/summary,10
Machine Learning Advance Courses,Google Developers,Advanced,Free,Collaborative Filtering and Matrix Factorization : Movie Recommendation System Exercise,Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, collaborative-filtering, Embedding, Matrix Factorization",https://developers.google.com/machine-learning/recommendation/labs/movie-rec-programming-exercise,90
Machine Learning Advance Courses,Google Developers,Advanced,Free,Recommendation using Deep Neural Network,Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding",https://developers.google.com/machine-learning/recommendation/dnn/softmax,40
Machine Learning Advance Courses,Google Developers,Advanced,Free,Recommendation using Deep Neural Network : Softmax Model,Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding",https://developers.google.com/machine-learning/recommendation/dnn/softmax,20
Machine Learning Advance Courses,Google Developers,Advanced,Free,Recommendation using Deep Neural Network : Softmax Training,Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding",https://developers.google.com/machine-learning/recommendation/dnn/training,20
Machine Learning Advance Courses,Google Developers,Advanced,Free,"Retrieval, Scoring & Re-ranking",Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval",https://developers.google.com/machine-learning/recommendation/dnn/retrieval,90
Machine Learning Advance Courses,Google Developers,Advanced,Free,"Retrieval, Scoring & Re-ranking : Retrieval",Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval",https://developers.google.com/machine-learning/recommendation/dnn/retrieval,20
Machine Learning Advance Courses,Google Developers,Advanced,Free,"Retrieval, Scoring & Re-ranking : Scoring",Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval, Scoring, bias",https://developers.google.com/machine-learning/recommendation/dnn/scoring,20
Machine Learning Advance Courses,Google Developers,Advanced,Free,"Retrieval, Scoring & Re-ranking : Re-ranking",Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval, Scoring, bias, Re-ranking, fairness",https://developers.google.com/machine-learning/recommendation/dnn/re-ranking,20
Machine Learning Advance Courses,Google Developers,Advanced,Free,"Retrieval, Scoring & Re-ranking : Softmax Exercise",Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval, Scoring, bias, Re-ranking, fairness",https://developers.google.com/machine-learning/recommendation/labs/movie-rec-softmax-programming-exercise,30
Machine Learning Advance Courses,Google Developers,Advanced,Free,Conclusion : Summary,Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval, Scoring, bias, Re-ranking, fairness",https://developers.google.com/machine-learning/recommendation/summary,10
Machine Learning Advance Courses,Google Developers,Advanced,Free,Clustering,Hard,"Machine Learning, Advance Machine Learning, Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering,240
Machine Learning Advance Courses,Google Developers,Advanced,Free,Overview,Hard,"Machine Learning, Advance Machine Learning,Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering,40
Machine Learning Advance Courses,Google Developers,Advanced,Free,Overview : Clustering in Machine Learning,Easy,"Machine Learning, Advance Machine Learning,Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering,10
Machine Learning Advance Courses,Google Developers,Advanced,Free,Overview : What is Clustering ?,Easy,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering/overview,10
Machine Learning Advance Courses,Google Developers,Advanced,Free,Overview : Clustering Algorithms,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means,  centroid based, density based, distribution based, hierarchichal clustering, gaussian distribution ",https://developers.google.com/machine-learning/clustering/clustering-algorithms,20
Machine Learning Advance Courses,Google Developers,Advanced,Free,Clustering Workflow,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering/workflow,30
Machine Learning Advance Courses,Google Developers,Advanced,Free,Clustering Workflow : Overview,Easy,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering/workflow,10
Machine Learning Advance Courses,Google Developers,Advanced,Free,Clustering Workflow : Prepare Data,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means, Normalization, Quantile, Gaussain Distribution",https://developers.google.com/machine-learning/clustering/prepare-data,20
Machine Learning Advance Courses,Google Developers,Advanced,Free,Create a Similarity Measure,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means, Normalization, Quantile, Gaussain Distribution, centroid",https://developers.google.com/machine-learning/clustering/algorithm/run-algorithm,35
Machine Learning Advance Courses,Google Developers,Advanced,Free,Create a Similarity Measure : Run the algorithm,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means, Normalization, Quantile, Gaussain Distribution, centroid",https://developers.google.com/machine-learning/clustering/algorithm/run-algorithm,15
Machine Learning Advance Courses,Google Developers,Advanced,Free,Create a Similarity Measure : Interpret Results,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means, Normalization, Quantile, Gaussain Distribution, centroid, magnitude, cardinality",https://developers.google.com/machine-learning/clustering/interpret,20
Machine Learning Advance Courses,Google Developers,Advanced,Free,Summary,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means, Normalization, Quantile, Gaussain Distribution, centroid, magnitude, cardinality, spectral clustering",https://developers.google.com/machine-learning/clustering/algorithm/advantages-disadvantages,90
Machine Learning Advance Courses,Google Developers,Advanced,Free,Summary : k-Means Advantages & Disadvantages,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means, Normalization, Quantile, Gaussain Distribution, centroid, magnitude, cardinality, spectral clustering",https://developers.google.com/machine-learning/clustering/algorithm/advantages-disadvantages,10
Machine Learning Advance Courses,Google Developers,Advanced,Free,Summary : Implement k-Means,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means, Normalization, Quantile, Gaussain Distribution, centroid, magnitude, cardinality, spectral clustering",https://developers.google.com/machine-learning/clustering/implementation,30
Machine Learning Advance Courses,Google Developers,Advanced,Free,Summary : Clustering Programming Exercise,Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means, Normalization, Quantile, Gaussain Distribution, centroid, magnitude, cardinality, spectral clustering",https://developers.google.com/machine-learning/clustering/programming-exercise,60
